Car_Name,Year,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner,Selling_Price
Maruti Swift,2010,5.56,140947,Petrol,Dealer,Automatic,0,2.49
Maruti Swift,2020,6.07,110815,CNG,Individual,Automatic,2,1.69
Kia Seltos,2015,3.0,128339,Petrol,Dealer,Automatic,0,1.37
Hyundai i20,2021,5.47,31244,Petrol,Individual,Manual,0,2.75
Tata Nexon,2008,19.45,126748,Diesel,Individual,Manual,0,4.92
Kia Seltos,2013,4.74,177064,CNG,Individual,Manual,3,1.89
Hyundai Verna,2011,4.7,139934,Petrol,Dealer,Manual,0,2.14
Ford Figo,2014,18.02,32584,Petrol,Dealer,Automatic,1,9.31
Honda City,2015,14.93,126149,CNG,Individual,Manual,2,6.03
Maruti Swift,2023,15.39,13971,CNG,Individual,Manual,1,13.25
Tata Nexon,2009,13.61,67345,Petrol,Individual,Automatic,0,4.82
Mahindra XUV500,2016,5.79,156309,Diesel,Individual,Manual,3,2.96
Tata Nexon,2019,4.56,78218,CNG,Individual,Automatic,1,1.76
Hyundai Verna,2022,10.49,30297,CNG,Individual,Automatic,0,7.58
Ford Figo,2005,19.38,38089,Petrol,Dealer,Automatic,0,3.1
Mahindra XUV500,2009,17.78,85486,Diesel,Individual,Manual,1,5.27
Honda City,2011,4.98,183408,Petrol,Dealer,Manual,2,1.87
Hyundai i20,2023,17.55,142637,Petrol,Individual,Manual,1,8.93
Hyundai Verna,2010,13.61,167053,Petrol,Dealer,Automatic,1,3.69
Ford Figo,2014,9.32,141773,Diesel,Individual,Automatic,2,2.49
Hyundai Verna,2005,3.81,190687,CNG,Individual,Manual,0,0.55
Toyota Corolla,2009,5.02,47009,Petrol,Individual,Manual,3,1.48
Kia Seltos,2012,17.1,23489,Petrol,Individual,Manual,3,4.09
Mahindra XUV500,2009,6.1,42331,CNG,Individual,Automatic,0,2.29
Hyundai i20,2014,11.67,169769,CNG,Individual,Manual,3,3.92
Maruti Swift,2022,15.5,124109,Petrol,Dealer,Automatic,2,12.67
Tata Nexon,2017,17.16,71965,Petrol,Individual,Automatic,1,11.19
Hyundai Verna,2014,6.43,32013,Petrol,Individual,Manual,3,3.61
Ford Figo,2018,3.49,32574,Diesel,Individual,Automatic,2,1.58
Hyundai Verna,2016,3.95,31510,CNG,Individual,Manual,3,1.3
Kia Seltos,2013,4.32,190736,Diesel,Individual,Automatic,0,1.91
Maruti Swift,2008,12.57,35794,Petrol,Individual,Automatic,3,4.78
Maruti Swift,2016,13.82,120407,Diesel,Dealer,Automatic,3,7.37
Maruti Swift,2011,12.42,11329,CNG,Individual,Manual,2,6.46
Maruti Swift,2019,17.37,71457,Diesel,Individual,Automatic,1,6.88
Maruti Alto,2015,10.52,171410,Diesel,Dealer,Manual,2,5.72
Hyundai i20,2010,17.28,28296,Diesel,Individual,Manual,2,7.99
Tata Nexon,2007,13.69,87031,CNG,Individual,Manual,3,2.83
Toyota Corolla,2016,8.4,119758,Diesel,Dealer,Manual,2,1.98
Hyundai i20,2023,7.93,137676,CNG,Individual,Manual,3,5.16
Mahindra XUV500,2011,4.13,191558,CNG,Individual,Automatic,1,1.84
Tata Nexon,2016,9.44,105988,Petrol,Individual,Manual,2,6.45
Toyota Corolla,2006,6.8,45635,CNG,Individual,Manual,3,1.36
Maruti Swift,2012,17.81,120436,CNG,Dealer,Manual,0,5.45
Kia Seltos,2020,17.16,113665,CNG,Dealer,Automatic,1,12.21
Maruti Alto,2017,13.48,106476,CNG,Individual,Automatic,2,5.95
Kia Seltos,2012,8.1,98604,Petrol,Dealer,Automatic,1,4.03
Kia Seltos,2009,4.19,138025,CNG,Individual,Automatic,0,1.81
Maruti Swift,2012,15.1,193105,CNG,Dealer,Automatic,2,6.23
Tata Nexon,2019,13.33,135320,CNG,Individual,Manual,1,3.55
Ford Figo,2022,13.88,96122,Diesel,Dealer,Manual,2,4.43
Toyota Corolla,2023,6.91,195778,Petrol,Individual,Automatic,1,5.98
Mahindra XUV500,2019,7.92,187768,CNG,Individual,Automatic,1,4.32
Maruti Alto,2018,5.02,146456,CNG,Individual,Manual,0,2.99
Toyota Corolla,2023,4.59,23615,CNG,Dealer,Automatic,1,3.29
Hyundai Verna,2010,17.13,12729,CNG,Individual,Manual,2,3.51
Maruti Alto,2023,14.77,184661,Diesel,Individual,Automatic,3,5.49
Ford Figo,2010,4.18,98102,Petrol,Individual,Automatic,3,0.86
Mahindra XUV500,2017,6.01,97065,CNG,Dealer,Automatic,3,3.57
Mahindra XUV500,2013,2.86,163901,Petrol,Dealer,Automatic,0,0.77
Toyota Corolla,2005,2.58,105860,Diesel,Dealer,Automatic,0,0.97
Tata Nexon,2020,5.68,62245,Diesel,Dealer,Manual,2,3.22
Hyundai i20,2010,11.38,121681,Petrol,Dealer,Manual,2,5.68
Honda City,2016,14.45,159692,CNG,Dealer,Manual,3,4.57
Hyundai i20,2015,18.91,177618,CNG,Individual,Automatic,0,9.68
Maruti Swift,2015,6.81,42062,Petrol,Individual,Manual,3,1.62
Kia Seltos,2020,16.69,177925,CNG,Dealer,Manual,2,12.44
Toyota Corolla,2023,14.79,141753,Diesel,Dealer,Automatic,2,5.47
Tata Nexon,2014,19.02,116757,Diesel,Individual,Automatic,0,7.91
Ford Figo,2008,8.13,131905,CNG,Individual,Automatic,3,3.79
Maruti Swift,2006,11.73,15913,Petrol,Dealer,Automatic,1,3.69
Hyundai Verna,2022,2.99,84415,Diesel,Dealer,Automatic,0,2.23
Honda City,2021,11.67,51737,CNG,Individual,Manual,1,3.81
Kia Seltos,2012,14.97,24126,CNG,Dealer,Automatic,1,6.16
Maruti Alto,2005,3.29,105004,Petrol,Dealer,Automatic,0,1.19
Toyota Corolla,2010,19.77,64866,Diesel,Individual,Manual,1,4.41
Maruti Swift,2013,17.93,115845,CNG,Individual,Manual,2,6.55
Hyundai Verna,2018,16.91,103862,Diesel,Dealer,Automatic,2,9.15
Tata Nexon,2006,14.68,122736,Petrol,Dealer,Manual,0,2.49
Ford Figo,2007,5.71,90820,Petrol,Individual,Automatic,2,1.74
Mahindra XUV500,2023,7.08,36300,Diesel,Dealer,Manual,3,2.89
Hyundai i20,2006,10.71,33663,Petrol,Dealer,Manual,3,2.02
Mahindra XUV500,2012,10.13,102229,Diesel,Dealer,Automatic,0,4.52
Ford Figo,2011,15.95,195030,Diesel,Dealer,Manual,1,4.91
Ford Figo,2010,8.63,57599,CNG,Dealer,Automatic,3,1.96
Tata Nexon,2021,3.61,53224,CNG,Dealer,Automatic,3,1.04
Maruti Alto,2007,17.26,162721,CNG,Individual,Manual,1,5.31
Honda City,2006,4.45,22073,Diesel,Dealer,Manual,2,1.07
Hyundai i20,2008,14.48,6547,Diesel,Dealer,Manual,3,5.73
Hyundai Verna,2012,15.84,14226,CNG,Dealer,Manual,3,8.74
Tata Nexon,2014,14.5,106388,Diesel,Dealer,Automatic,2,5.15
Honda City,2020,18.59,45144,Diesel,Individual,Manual,1,7.72
Tata Nexon,2017,19.98,47026,Diesel,Dealer,Automatic,2,6.1
Hyundai Verna,2018,14.94,146950,Petrol,Individual,Manual,2,5.2
Maruti Alto,2018,17.96,125738,CNG,Individual,Automatic,3,8.51
Kia Seltos,2015,14.14,39895,CNG,Dealer,Manual,1,7.51
Ford Figo,2011,19.09,196183,CNG,Individual,Automatic,3,6.11
Toyota Corolla,2011,9.37,128268,Petrol,Individual,Automatic,3,1.89
Maruti Swift,2015,12.15,46083,CNG,Individual,Automatic,1,7.68
Toyota Corolla,2011,9.25,179848,Petrol,Individual,Manual,3,3.64
Kia Seltos,2009,9.7,127835,Petrol,Dealer,Automatic,2,3.55
Maruti Swift,2021,15.37,14254,CNG,Dealer,Manual,0,4.38
Hyundai i20,2015,17.42,87128,Diesel,Dealer,Manual,1,6.16
Ford Figo,2016,13.41,87706,CNG,Individual,Automatic,2,7.36
Kia Seltos,2014,4.28,152295,Petrol,Dealer,Manual,3,1.11
Honda City,2018,5.27,149787,CNG,Individual,Automatic,1,3.83
Maruti Swift,2019,4.2,15322,Petrol,Individual,Automatic,3,2.09
Kia Seltos,2023,14.54,99996,Diesel,Dealer,Automatic,0,12.44
Hyundai Verna,2016,18.0,27284,Diesel,Dealer,Manual,1,9.23
Tata Nexon,2009,4.44,180349,Petrol,Individual,Automatic,0,1.25
Ford Figo,2005,13.38,159749,Diesel,Dealer,Automatic,2,2.39
Ford Figo,2021,18.32,11145,Diesel,Individual,Manual,0,11.5
Maruti Alto,2013,10.36,118495,Diesel,Dealer,Automatic,3,4.83
Tata Nexon,2022,3.05,168622,Petrol,Dealer,Automatic,3,1.2
Mahindra XUV500,2017,9.3,187265,CNG,Individual,Automatic,2,3.82
Ford Figo,2018,9.63,94686,Petrol,Individual,Automatic,1,4.69
Hyundai i20,2007,18.48,181110,Petrol,Individual,Manual,0,7.12
Maruti Swift,2012,3.8,102881,Petrol,Dealer,Manual,0,1.99
Maruti Alto,2005,15.39,94426,CNG,Dealer,Manual,3,4.49
Hyundai i20,2008,13.22,19723,CNG,Dealer,Manual,0,2.83
Mahindra XUV500,2005,10.08,184726,Petrol,Dealer,Manual,0,2.31
Kia Seltos,2011,10.83,56720,CNG,Individual,Manual,3,3.12
Mahindra XUV500,2006,10.24,138060,Petrol,Dealer,Manual,1,2.16
Toyota Corolla,2023,19.52,188492,Petrol,Dealer,Manual,1,15.32
Maruti Alto,2010,9.41,160270,Diesel,Individual,Automatic,1,3.03
Hyundai i20,2012,11.78,176662,CNG,Individual,Automatic,1,2.55
Hyundai i20,2020,8.52,197129,Petrol,Individual,Manual,3,2.3
Tata Nexon,2015,12.79,99759,CNG,Dealer,Automatic,2,5.33
Maruti Alto,2016,11.24,133211,Diesel,Dealer,Manual,1,2.78
Honda City,2018,10.64,126016,Diesel,Individual,Automatic,3,4.98
Maruti Swift,2017,9.84,11417,Petrol,Individual,Automatic,1,4.2
Hyundai Verna,2018,16.35,178479,Petrol,Dealer,Manual,1,4.79
Mahindra XUV500,2020,5.12,93425,Petrol,Dealer,Automatic,3,1.78
Honda City,2013,6.49,132542,CNG,Individual,Automatic,3,3.78
Kia Seltos,2020,19.46,20665,Diesel,Dealer,Manual,2,12.39
Ford Figo,2014,4.98,140990,Diesel,Dealer,Automatic,3,1.07
Maruti Alto,2010,8.43,86425,CNG,Individual,Manual,1,3.02
Hyundai Verna,2016,16.62,38589,Diesel,Individual,Manual,0,7.18
Mahindra XUV500,2012,6.17,90511,CNG,Dealer,Automatic,3,3.05
Kia Seltos,2015,12.6,91785,CNG,Dealer,Manual,2,7.07
Maruti Alto,2012,14.89,164747,Petrol,Dealer,Automatic,3,7.95
Ford Figo,2021,17.91,105700,Petrol,Individual,Manual,3,9.41
Toyota Corolla,2007,10.37,55641,Diesel,Dealer,Automatic,0,2.97
Maruti Alto,2005,8.23,167700,Diesel,Dealer,Automatic,2,2.09
Toyota Corolla,2022,6.0,174303,Petrol,Dealer,Automatic,0,4.18
Toyota Corolla,2021,16.48,79044,Petrol,Individual,Automatic,0,7.18
Honda City,2009,7.68,12555,CNG,Individual,Manual,2,2.45
Tata Nexon,2019,13.45,150559,Petrol,Individual,Automatic,0,9.86
Maruti Swift,2013,5.96,164001,Diesel,Individual,Manual,1,1.97
Hyundai Verna,2008,3.42,90599,CNG,Individual,Automatic,1,0.87
Maruti Swift,2022,2.95,118838,CNG,Individual,Automatic,1,1.38
Hyundai i20,2014,8.17,154036,Petrol,Dealer,Manual,3,1.93
Maruti Alto,2009,5.15,142043,Petrol,Dealer,Manual,2,2.5
Hyundai Verna,2007,9.72,23239,Diesel,Individual,Manual,3,3.26
Ford Figo,2009,12.09,28454,Petrol,Individual,Manual,0,5.04
Maruti Swift,2012,6.69,174019,CNG,Dealer,Manual,1,2.51
Hyundai Verna,2012,15.77,45011,Petrol,Individual,Automatic,3,7.61
Kia Seltos,2005,11.43,80927,Diesel,Dealer,Automatic,0,1.59
Maruti Alto,2006,6.15,157761,Diesel,Dealer,Automatic,0,1.84
Kia Seltos,2021,18.23,48038,Diesel,Dealer,Manual,0,14.09
Ford Figo,2014,7.15,103120,CNG,Individual,Manual,1,3.77
Kia Seltos,2015,5.93,73247,Diesel,Dealer,Automatic,3,1.37
Toyota Corolla,2021,15.98,58632,Petrol,Dealer,Manual,3,11.38
Maruti Swift,2011,15.8,197860,CNG,Individual,Manual,2,4.98
Honda City,2012,12.42,71147,Petrol,Dealer,Automatic,0,3.42
Honda City,2015,6.11,193728,Diesel,Individual,Automatic,3,2.95
Maruti Swift,2020,10.9,161431,Diesel,Dealer,Manual,0,7.97
Honda City,2006,17.5,76888,Petrol,Individual,Automatic,3,5.93
Hyundai Verna,2008,3.44,61441,CNG,Dealer,Automatic,2,0.62
Toyota Corolla,2005,7.71,14173,Petrol,Individual,Manual,2,1.9
Toyota Corolla,2008,18.59,183737,Petrol,Individual,Manual,0,3.55
Tata Nexon,2019,17.72,156985,CNG,Individual,Automatic,0,10.87
Tata Nexon,2007,15.3,45185,Petrol,Dealer,Automatic,3,2.38
Ford Figo,2018,17.03,113114,Petrol,Dealer,Manual,0,12.23
Tata Nexon,2014,15.08,58136,Diesel,Dealer,Automatic,1,4.65
Maruti Swift,2005,19.93,16566,CNG,Individual,Automatic,1,6.25
Maruti Alto,2014,8.87,161774,Diesel,Individual,Automatic,1,3.25
Maruti Alto,2022,11.96,89072,CNG,Individual,Automatic,1,7.29
Hyundai i20,2019,19.71,81663,Petrol,Individual,Automatic,2,14.69
Maruti Alto,2013,17.98,92242,Diesel,Individual,Automatic,1,10.04
Toyota Corolla,2021,18.57,168856,Petrol,Individual,Manual,1,14.98
Mahindra XUV500,2017,3.93,114832,Petrol,Dealer,Manual,0,1.41
Maruti Alto,2010,15.44,184309,CNG,Individual,Automatic,0,4.44
Hyundai i20,2022,18.9,142133,CNG,Individual,Manual,2,13.32
Hyundai i20,2012,13.71,123922,Petrol,Dealer,Manual,0,5.24
Maruti Swift,2014,6.73,111461,Diesel,Dealer,Manual,1,1.48
Hyundai i20,2014,4.62,53683,CNG,Dealer,Manual,2,1.85
Toyota Corolla,2018,19.04,178430,Diesel,Dealer,Automatic,2,8.32
Maruti Alto,2014,10.0,159583,Diesel,Dealer,Automatic,0,4.2
Tata Nexon,2005,6.98,129150,Diesel,Dealer,Automatic,2,2.61
Hyundai i20,2005,9.15,132781,Petrol,Individual,Automatic,0,1.38
Tata Nexon,2019,9.15,93442,Petrol,Individual,Manual,2,3.78
Honda City,2011,13.24,29891,Petrol,Dealer,Manual,3,2.76
Tata Nexon,2019,7.31,153124,Diesel,Dealer,Automatic,0,4.47
Honda City,2010,18.29,81910,Petrol,Dealer,Automatic,2,5.9
Maruti Swift,2007,5.98,132466,Petrol,Dealer,Automatic,1,2.24
Hyundai i20,2014,5.7,94147,CNG,Individual,Manual,3,3.13
Hyundai Verna,2008,5.38,39602,CNG,Dealer,Automatic,3,1.45
Hyundai Verna,2005,14.9,186878,Diesel,Dealer,Automatic,3,2.05
Mahindra XUV500,2022,14.79,22547,Petrol,Dealer,Automatic,2,8.13
Toyota Corolla,2012,18.37,41051,Petrol,Dealer,Manual,0,7.55
Honda City,2019,14.05,148109,Diesel,Individual,Automatic,0,10.54
Hyundai Verna,2023,9.73,151713,Petrol,Dealer,Manual,1,4.53
Honda City,2005,9.01,138744,Petrol,Dealer,Automatic,0,1.87
Hyundai i20,2015,18.61,130931,Petrol,Dealer,Automatic,3,7.98
Honda City,2010,9.29,171041,CNG,Dealer,Manual,1,4.39
Maruti Alto,2007,10.86,24029,CNG,Dealer,Manual,3,4.28
Maruti Swift,2012,16.99,111533,Petrol,Individual,Manual,2,8.36
Mahindra XUV500,2011,14.25,102958,Diesel,Individual,Manual,1,5.11
Hyundai Verna,2018,13.81,171551,Petrol,Dealer,Automatic,3,8.65
Ford Figo,2005,9.8,152242,Petrol,Dealer,Manual,2,1.97
Hyundai Verna,2019,13.88,94517,Diesel,Individual,Automatic,3,7.16
Tata Nexon,2023,14.67,183830,CNG,Dealer,Automatic,2,5.05
Ford Figo,2015,11.82,166576,CNG,Dealer,Automatic,2,7.42
Maruti Alto,2021,6.49,89977,Petrol,Dealer,Automatic,2,2.45
Ford Figo,2021,14.33,78012,Diesel,Individual,Manual,1,10.19
Honda City,2011,14.52,99761,CNG,Individual,Manual,3,5.75
Tata Nexon,2008,15.18,81404,CNG,Dealer,Manual,2,3.24
Kia Seltos,2016,6.8,131967,CNG,Individual,Automatic,2,2.0
Ford Figo,2007,6.92,103713,CNG,Individual,Manual,0,1.4
Hyundai Verna,2020,10.46,149348,CNG,Individual,Automatic,1,4.23
Hyundai i20,2020,12.92,129877,Diesel,Individual,Automatic,0,4.36
Ford Figo,2016,15.8,19287,Petrol,Dealer,Automatic,0,7.55
Kia Seltos,2009,16.22,199779,CNG,Individual,Manual,0,7.45
Toyota Corolla,2006,2.67,93501,CNG,Individual,Automatic,3,0.55
Maruti Alto,2023,15.66,149864,Diesel,Dealer,Manual,0,9.6
Kia Seltos,2012,5.51,105472,Petrol,Dealer,Manual,0,2.27
Kia Seltos,2013,16.67,37653,Petrol,Dealer,Automatic,1,4.97
Hyundai Verna,2010,18.11,62761,Diesel,Dealer,Manual,1,7.38
Hyundai Verna,2023,17.57,106371,Diesel,Dealer,Manual,0,13.78
Tata Nexon,2019,10.24,198767,Diesel,Individual,Manual,2,3.68
Hyundai Verna,2018,16.32,142346,Diesel,Individual,Manual,3,8.09
Toyota Corolla,2019,13.11,102769,Petrol,Dealer,Automatic,1,8.61
Tata Nexon,2011,8.0,111195,Diesel,Dealer,Automatic,1,2.58
Maruti Alto,2005,14.51,152668,Petrol,Dealer,Automatic,0,3.33
Maruti Alto,2016,9.17,133701,Diesel,Individual,Automatic,0,3.92
Mahindra XUV500,2012,7.21,73120,Diesel,Dealer,Manual,1,3.75
Honda City,2021,16.68,14514,Diesel,Individual,Manual,1,5.37
Ford Figo,2007,13.27,149919,Petrol,Individual,Manual,2,3.72
Hyundai i20,2009,17.52,78010,Petrol,Dealer,Automatic,2,3.85
Honda City,2012,17.76,167776,Petrol,Dealer,Automatic,3,9.83
Honda City,2012,2.8,56219,CNG,Dealer,Manual,0,0.83
Honda City,2022,4.67,126251,CNG,Individual,Manual,1,2.72
Honda City,2012,16.27,90322,Petrol,Individual,Manual,0,5.58
Honda City,2006,10.71,39679,Petrol,Individual,Automatic,3,2.2
Ford Figo,2008,14.99,47490,CNG,Dealer,Manual,3,2.97
Mahindra XUV500,2019,11.76,133439,CNG,Individual,Automatic,3,8.77
Tata Nexon,2016,16.26,156380,CNG,Individual,Automatic,3,4.94
Hyundai Verna,2009,16.58,59235,Petrol,Individual,Automatic,0,6.04
Toyota Corolla,2017,9.08,102943,Petrol,Individual,Automatic,1,5.38
Maruti Swift,2018,16.06,43579,Diesel,Dealer,Automatic,3,5.88
Toyota Corolla,2012,18.31,71301,Diesel,Individual,Automatic,3,6.13
Maruti Alto,2019,4.78,18460,Petrol,Dealer,Manual,2,2.13
Mahindra XUV500,2019,18.41,176293,Diesel,Dealer,Automatic,2,12.4
Mahindra XUV500,2020,3.21,130687,Petrol,Individual,Automatic,1,1.37
Mahindra XUV500,2010,2.69,31555,Petrol,Individual,Manual,0,0.95
Maruti Swift,2016,2.92,110752,Diesel,Individual,Automatic,2,1.05
Honda City,2021,12.75,119923,Diesel,Individual,Manual,0,10.43
Toyota Corolla,2017,8.28,192241,Diesel,Individual,Manual,1,4.95
Honda City,2007,13.3,77288,Diesel,Dealer,Manual,0,3.14
Toyota Corolla,2011,9.82,55767,Diesel,Dealer,Automatic,2,5.36
Honda City,2005,19.84,47832,Petrol,Individual,Automatic,0,3.68
Ford Figo,2020,4.5,180483,Diesel,Individual,Automatic,3,3.46
Toyota Corolla,2023,12.27,199540,Diesel,Individual,Manual,2,9.33
Hyundai Verna,2012,16.76,118737,Diesel,Individual,Automatic,2,6.43
Toyota Corolla,2006,19.16,83732,Diesel,Dealer,Manual,1,7.11
Maruti Alto,2012,10.63,45175,Petrol,Individual,Automatic,3,3.75
Maruti Swift,2014,3.92,47584,CNG,Individual,Manual,2,2.35
Maruti Alto,2018,9.6,118290,Petrol,Individual,Automatic,0,3.94
Toyota Corolla,2008,7.89,132538,Diesel,Individual,Manual,3,2.29
Hyundai i20,2014,6.76,48226,Diesel,Dealer,Automatic,3,3.84
Honda City,2007,3.94,198312,Petrol,Dealer,Automatic,3,1.62
Maruti Alto,2006,2.54,51549,Petrol,Dealer,Automatic,2,0.83
Hyundai i20,2023,4.03,48311,Diesel,Individual,Manual,0,3.51
Ford Figo,2006,13.25,55396,Petrol,Individual,Automatic,0,2.81
Ford Figo,2021,3.75,165625,Diesel,Dealer,Manual,3,2.26
Maruti Swift,2010,13.76,188485,CNG,Dealer,Automatic,1,5.69
Ford Figo,2017,17.41,179328,Petrol,Individual,Automatic,2,11.98
Tata Nexon,2014,13.94,110144,Diesel,Dealer,Automatic,2,4.16
Tata Nexon,2009,14.81,14646,Petrol,Dealer,Manual,1,2.97
Hyundai Verna,2009,5.11,24252,Diesel,Individual,Automatic,1,2.05
Maruti Alto,2018,4.65,173902,CNG,Individual,Manual,3,2.65
Tata Nexon,2010,9.34,95462,Petrol,Dealer,Manual,2,2.89
Hyundai Verna,2019,14.02,109199,CNG,Individual,Automatic,1,9.41
Hyundai Verna,2015,19.27,153522,CNG,Dealer,Manual,1,12.27
Tata Nexon,2007,11.02,92701,Petrol,Dealer,Manual,1,3.28
Maruti Alto,2013,18.38,193949,Petrol,Individual,Manual,0,8.36
Mahindra XUV500,2016,8.4,32419,Diesel,Dealer,Manual,1,3.19
Kia Seltos,2013,11.79,143604,CNG,Dealer,Automatic,0,4.53
Hyundai i20,2022,7.58,124652,Petrol,Individual,Automatic,0,3.88
Ford Figo,2020,17.02,114378,Diesel,Dealer,Automatic,1,8.53
Toyota Corolla,2006,16.79,180225,CNG,Individual,Automatic,2,2.34
Hyundai i20,2006,6.38,122768,Petrol,Individual,Manual,3,0.96
Kia Seltos,2013,11.87,148273,Diesel,Dealer,Automatic,0,4.76
Maruti Alto,2011,11.85,149797,Diesel,Dealer,Manual,3,4.6
Tata Nexon,2010,12.04,57496,Petrol,Individual,Manual,2,4.81
Hyundai Verna,2005,4.24,196631,Diesel,Dealer,Automatic,2,1.0
Honda City,2011,15.26,99746,Petrol,Individual,Automatic,0,3.22
Tata Nexon,2008,17.43,5872,Petrol,Dealer,Automatic,1,3.34
Maruti Alto,2015,4.63,145140,Diesel,Dealer,Automatic,2,2.61
Honda City,2007,8.68,106680,Petrol,Individual,Manual,0,3.81
Hyundai Verna,2009,8.49,141861,CNG,Dealer,Automatic,2,1.48
Tata Nexon,2018,4.31,139327,Diesel,Dealer,Manual,1,2.38
Maruti Alto,2023,15.59,22537,CNG,Dealer,Automatic,3,8.05
Maruti Alto,2011,18.25,14536,Diesel,Dealer,Manual,2,3.45
Kia Seltos,2015,9.77,6949,Diesel,Individual,Manual,1,5.75
Mahindra XUV500,2021,12.32,35538,CNG,Dealer,Automatic,3,7.09
Hyundai Verna,2015,4.6,13514,CNG,Individual,Manual,2,2.09
Honda City,2014,3.18,32937,Petrol,Individual,Manual,2,1.76
Ford Figo,2013,8.45,113011,Petrol,Individual,Manual,3,2.75
Kia Seltos,2018,2.9,79751,Diesel,Dealer,Manual,1,2.04
Toyota Corolla,2008,8.84,29944,Diesel,Individual,Automatic,0,1.88
Mahindra XUV500,2023,16.51,65691,Petrol,Individual,Automatic,0,12.6
Maruti Swift,2023,17.73,148147,Diesel,Individual,Manual,3,12.92
Hyundai i20,2014,18.58,115145,Petrol,Individual,Automatic,0,4.97
Ford Figo,2023,2.57,130036,Petrol,Individual,Automatic,3,1.56
Kia Seltos,2010,12.84,152112,Petrol,Dealer,Automatic,1,3.06
Mahindra XUV500,2008,13.54,9415,Diesel,Dealer,Manual,1,5.23
Maruti Swift,2012,19.82,6385,CNG,Individual,Manual,3,7.97
Kia Seltos,2018,6.19,179819,Diesel,Dealer,Automatic,2,1.94
Kia Seltos,2018,18.44,80409,Diesel,Dealer,Manual,3,6.85
Kia Seltos,2020,2.53,35044,Diesel,Dealer,Automatic,1,1.44
Hyundai i20,2008,19.43,70216,Petrol,Dealer,Manual,1,7.55
Maruti Swift,2017,4.83,62182,Diesel,Dealer,Manual,1,2.79
Maruti Alto,2018,4.37,59089,Diesel,Dealer,Manual,0,2.94
Honda City,2018,9.13,141017,CNG,Individual,Automatic,1,6.1
Hyundai Verna,2011,9.31,54283,CNG,Dealer,Automatic,3,4.94
Mahindra XUV500,2006,6.91,118585,Diesel,Dealer,Manual,0,2.38
Maruti Swift,2014,6.07,33945,Diesel,Dealer,Automatic,2,1.73
Tata Nexon,2020,16.25,143829,Petrol,Individual,Automatic,2,9.82
Tata Nexon,2011,14.55,77250,Diesel,Individual,Automatic,1,5.22
Mahindra XUV500,2009,2.8,66452,CNG,Individual,Automatic,1,1.37
Ford Figo,2021,13.73,42930,Petrol,Individual,Automatic,2,8.92
Ford Figo,2021,16.49,110831,Petrol,Dealer,Manual,1,12.59
Maruti Swift,2012,15.76,180229,CNG,Dealer,Automatic,0,3.93
Hyundai i20,2015,15.95,150194,Diesel,Individual,Manual,3,4.84
Kia Seltos,2014,15.12,116371,Diesel,Individual,Manual,3,7.43
Maruti Alto,2023,12.37,30189,Diesel,Individual,Manual,1,5.94
Mahindra XUV500,2016,10.75,68220,CNG,Individual,Automatic,1,4.56
Toyota Corolla,2005,14.57,32051,CNG,Dealer,Manual,3,5.14
Toyota Corolla,2019,9.72,198623,Petrol,Dealer,Automatic,1,3.57
Kia Seltos,2011,8.99,14598,Diesel,Dealer,Automatic,0,4.91
Kia Seltos,2019,18.13,29505,Diesel,Dealer,Manual,0,12.07
Maruti Swift,2022,15.56,68231,Petrol,Individual,Automatic,1,10.16
Toyota Corolla,2020,16.8,61717,Diesel,Individual,Manual,0,8.9
Honda City,2023,7.36,116963,CNG,Individual,Automatic,3,4.52
Honda City,2005,15.43,169418,CNG,Dealer,Automatic,1,2.68
Tata Nexon,2012,15.41,197004,Petrol,Dealer,Manual,1,3.74
Toyota Corolla,2006,14.08,64146,CNG,Dealer,Manual,0,4.76
Honda City,2016,13.47,83536,CNG,Individual,Manual,0,8.19
Honda City,2020,9.12,49924,Diesel,Dealer,Manual,3,2.93
Mahindra XUV500,2011,3.78,113803,Petrol,Individual,Manual,1,1.06
Kia Seltos,2022,17.97,144163,CNG,Individual,Automatic,1,13.47
Ford Figo,2022,14.06,61514,Diesel,Individual,Manual,3,6.18
Tata Nexon,2011,18.71,10250,Petrol,Individual,Automatic,3,8.71
Mahindra XUV500,2007,17.81,35237,CNG,Dealer,Manual,1,6.48
Toyota Corolla,2008,12.3,108443,CNG,Dealer,Manual,1,3.99
Mahindra XUV500,2009,6.71,18305,CNG,Dealer,Manual,0,1.86
Toyota Corolla,2007,7.04,92051,CNG,Dealer,Manual,0,1.92
Mahindra XUV500,2009,16.55,62804,CNG,Dealer,Manual,3,3.12
Maruti Swift,2007,15.41,89369,Diesel,Dealer,Automatic,2,2.4
Kia Seltos,2005,16.07,186110,Petrol,Dealer,Manual,2,2.76
Kia Seltos,2007,3.95,54917,Diesel,Dealer,Automatic,2,0.65
Ford Figo,2005,15.09,97625,Diesel,Individual,Manual,2,4.88
Hyundai i20,2010,3.99,43782,CNG,Individual,Automatic,3,1.42
Mahindra XUV500,2009,5.58,80753,CNG,Dealer,Automatic,3,1.78
Hyundai Verna,2018,10.68,16572,CNG,Dealer,Manual,2,7.28
Hyundai i20,2016,13.64,28249,Diesel,Individual,Manual,3,5.46
Maruti Alto,2012,9.73,75624,CNG,Dealer,Automatic,2,4.34
Toyota Corolla,2014,16.88,156211,Diesel,Dealer,Manual,3,3.92
